BUILDING_NUMBER,BUILDING_NAME_LONG,START_DATE_USE_YEAR,BUILDING_GROUP_LEVEL1,GJ,LOG_GJ
3,Richard Cockburn MacLaurin Buildings (3),2024,Non-CUP,33912.17412578739,4.530355633498666
31,Sloan Laboratories For Aircraft & Automotive Engineering,2009,Non-CUP,16931.50580762189,4.228695583912828
31,Sloan Laboratories For Aircraft & Automotive Engineering,2010,Non-CUP,21295.27998946169,4.328283354533215
31,Sloan Laboratories For Aircraft & Automotive Engineering,2011,Non-CUP,16558.31609671574,4.219016168977331
31,Sloan Laboratories For Aircraft & Automotive Engineering,2012,Non-CUP,13823.445130567688,4.14061629301901
31,Sloan Laboratories For Aircraft & Automotive Engineering,2013,Non-CUP,19796.43203343137,4.296586923199729
31,Sloan Laboratories For Aircraft & Automotive Engineering,2014,Non-CUP,19803.199754594643,4.296735368215613
31,Sloan Laboratories For Aircraft & Automotive Engineering,2015,Non-CUP,21909.487712742623,4.340632223013464
31,Sloan Laboratories For Aircraft & Automotive Engineering,2016,Non-CUP,20904.65011567529,4.320242903094128
31,Sloan Laboratories For Aircraft & Automotive Engineering,2017,Non-CUP,24119.136885472104,4.382361762316221
31,Sloan Laboratories For Aircraft & Automotive Engineering,2018,Non-CUP,17301.344451192323,4.238079852553482
31,Sloan Laboratories For Aircraft & Automotive Engineering,2019,Non-CUP,17068.195568654526,4.232187610394264
31,Sloan Laboratories For Aircraft & Automotive Engineering,2020,Non-CUP,18003.378106616972,4.255354002626288
31,Sloan Laboratories For Aircraft & Automotive Engineering,2021,Non-CUP,23313.441162070107,4.367606381946032
31,Sloan Laboratories For Aircraft & Automotive Engineering,2022,Non-CUP,35354.13285815101,4.548440189634356
31,Sloan Laboratories For Aircraft & Automotive Engineering,2023,Non-CUP,18010.74332732575,4.255531637100159
31,Sloan Laboratories For Aircraft & Automotive Engineering,2024,Non-CUP,19661.577125687905,4.293618351212911
32,Ray and Maria Stata Center,2009,Non-CUP,97641.71852011734,4.989635414510371
32,Ray and Maria Stata Center,2010,Non-CUP,106706.7517364654,5.0281918997348845
32,Ray and Maria Stata Center,2011,Non-CUP,100575.60899381466,5.002492670941062
32,Ray and Maria Stata Center,2012,Non-CUP,96889.18569185084,4.986275305879963
32,Ray and Maria Stata Center,2013,Non-CUP,93344.7076415421,4.970089699818781
32,Ray and Maria Stata Center,2014,Non-CUP,79164.1661430088,4.8985286415893
32,Ray and Maria Stata Center,2015,Non-CUP,89405.04697948013,4.951362035725122
32,Ray and Maria Stata Center,2016,Non-CUP,81279.11816598914,4.90997898310763
32,Ray and Maria Stata Center,2017,Non-CUP,80278.02281509481,4.9045966676138
32,Ray and Maria Stata Center,2018,Non-CUP,77647.64941459663,4.890128313101003
32,Ray and Maria Stata Center,2019,Non-CUP,76182.24851205572,4.881853786675771
32,Ray and Maria Stata Center,2020,Non-CUP,85172.8583535639,4.930301222170377
32,Ray and Maria Stata Center,2021,Non-CUP,90271.85546115034,4.955552369104891
32,Ray and Maria Stata Center,2022,Non-CUP,73076.38116001147,4.863777032370263
32,Ray and Maria Stata Center,2023,Non-CUP,66819.85005692931,4.824905496750762
32,Ray and Maria Stata Center,2024,Non-CUP,72421.2660091082,4.859866112526891
32P,Ray and Maria Stata Center Garage,2009,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2010,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2011,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2012,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2013,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2014,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2015,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2016,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2017,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2018,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2019,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2020,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2021,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2022,Non-CUP,4321.086739260001,3.635592984201508
32P,Ray and Maria Stata Center Garage,2023,Non-CUP,4321.086739260001,3.635592984201508
33,Daniel Guggenheim Aeronautical Laboratory,2009,Non-CUP,18515.17161413986,4.267527741809634
33,Daniel Guggenheim Aeronautical Laboratory,2010,Non-CUP,17101.22239656403,4.233027154901413
33,Daniel Guggenheim Aeronautical Laboratory,2011,Non-CUP,15501.548580022656,4.190375085664787
33,Daniel Guggenheim Aeronautical Laboratory,2012,Non-CUP,15386.477080055338,4.187139194241288
33,Daniel Guggenheim Aeronautical Laboratory,2013,Non-CUP,17094.16765906236,4.23284795919072
33,Daniel Guggenheim Aeronautical Laboratory,2014,Non-CUP,13188.18099194805,4.120184898682287
33,Daniel Guggenheim Aeronautical Laboratory,2015,Non-CUP,7582.429118580977,3.879808359166937
33,Daniel Guggenheim Aeronautical Laboratory,2016,Non-CUP,6470.312020470354,3.810925224331933
33,Daniel Guggenheim Aeronautical Laboratory,2017,Non-CUP,6310.311917736108,3.800050826883367
33,Daniel Guggenheim Aeronautical Laboratory,2018,Non-CUP,7364.562828701188,3.867146971583561
33,Daniel Guggenheim Aeronautical Laboratory,2019,Non-CUP,6835.730658430201,3.8347849423076257
33,Daniel Guggenheim Aeronautical Laboratory,2020,Non-CUP,7175.4998399510305,3.8558521590884904
33,Daniel Guggenheim Aeronautical Laboratory,2021,Non-CUP,8197.694989025562,3.9136917555214215
33,Daniel Guggenheim Aeronautical Laboratory,2022,Non-CUP,7997.893085819671,3.9029755942775104
33,Daniel Guggenheim Aeronautical Laboratory,2023,Non-CUP,8053.476184858608,3.905983378757445
33,Daniel Guggenheim Aeronautical Laboratory,2024,Non-CUP,10186.21145790454,4.008012687552694
34,EG&G Education Center,2009,Non-CUP,6137.008475466784,3.787956723063289
34,EG&G Education Center,2010,Non-CUP,6498.996402034912,3.812846296533648
34,EG&G Education Center,2011,Non-CUP,6184.343155255811,3.79129357960032
34,EG&G Education Center,2012,Non-CUP,5903.020696921538,3.771074305928811
34,EG&G Education Center,2013,Non-CUP,8100.2403579675265,3.908497905865099
34,EG&G Education Center,2014,Non-CUP,7947.005057057032,3.900203489379202
34,EG&G Education Center,2015,Non-CUP,7555.214315869439,3.8782467883149305
34,EG&G Education Center,2016,Non-CUP,5356.600567326611,3.728889262972912
34,EG&G Education Center,2017,Non-CUP,6807.641875939029,3.832996701102031
34,EG&G Education Center,2018,Non-CUP,7626.034674981672,3.8822987756450953
34,EG&G Education Center,2019,Non-CUP,12336.250931085797,4.09118319475986
34,EG&G Education Center,2020,Non-CUP,9447.00495577112,3.975294143181282
34,EG&G Education Center,2021,Non-CUP,3162.910413102135,3.500086891047435
34,EG&G Education Center,2022,Non-CUP,2813.9265658075687,3.449312759594572
34,EG&G Education Center,2023,Non-CUP,2287.949745936228,3.359446481090271
34,EG&G Education Center,2024,Non-CUP,2365.24336120534,3.3738758321736735
35,Sloan Laboratory,2009,Non-CUP,12212.411138373758,4.086801416665062
35,Sloan Laboratory,2010,Non-CUP,13174.16773803824,4.119723188727527
35,Sloan Laboratory,2011,Non-CUP,14162.366131589582,4.15113581776383
35,Sloan Laboratory,2012,Non-CUP,14251.977899481057,4.153875140219753
35,Sloan Laboratory,2013,Non-CUP,15644.55322064215,4.1943631650162265
35,Sloan Laboratory,2014,Non-CUP,15826.258269940474,4.199378248734772
35,Sloan Laboratory,2015,Non-CUP,18799.273794360335,4.27414107302998
35,Sloan Laboratory,2016,Non-CUP,16403.611056583737,4.214939463250047
35,Sloan Laboratory,2017,Non-CUP,15522.472697688094,4.190960904642754
35,Sloan Laboratory,2018,Non-CUP,19210.376464571214,4.2835358757874555
35,Sloan Laboratory,2019,Non-CUP,17041.345427006534,4.23150387965945
35,Sloan Laboratory,2020,Non-CUP,18992.822069246748,4.278589499652377
35,Sloan Laboratory,2021,Non-CUP,18290.413239443515,4.262223517700727
35,Sloan Laboratory,2022,Non-CUP,18962.947570967663,4.277905844305406
35,Sloan Laboratory,2023,Non-CUP,17167.189630648238,4.234699204432908
35,Sloan Laboratory,2024,Non-CUP,18233.952932409444,4.260880829413831
36,Fairchild Buildings (36),2009,Non-CUP,45157.448948130914,4.654729399616008
36,Fairchild Buildings (36),2010,Non-CUP,58186.27974752812,4.764820590622356
36,Fairchild Buildings (36),2011,Non-CUP,55543.30956014517,4.744631753716114
36,Fairchild Buildings (36),2012,Non-CUP,62455.00752574682,4.795567265025833
36,Fairchild Buildings (36),2013,Non-CUP,56307.31280727199,4.750564801700435
36,Fairchild Buildings (36),2014,Non-CUP,53514.74451883235,4.7284734564312645
36,Fairchild Buildings (36),2015,Non-CUP,55064.82400702089,4.740874255510965
36,Fairchild Buildings (36),2016,Non-CUP,54568.83778904963,4.736944704247183
36,Fairchild Buildings (36),2017,Non-CUP,47453.713715722195,4.676270205870443
36,Fairchild Buildings (36),2018,Non-CUP,47099.619399240946,4.673017397713242
36,Fairchild Buildings (36),2019,Non-CUP,42922.56706633969,4.632685687884013
36,Fairchild Buildings (36),2020,Non-CUP,47855.70760144972,4.679933742154461
36,Fairchild Buildings (36),2021,Non-CUP,48967.73912049871,4.689910052759109
36,Fairchild Buildings (36),2022,Non-CUP,56285.88071851332,4.75039946598689
36,Fairchild Buildings (36),2023,Non-CUP,56044.58727167574,4.7485336752440235
36,Fairchild Buildings (36),2024,Non-CUP,59891.79071214996,4.777367298303428
37,Ronald E McNair Building,2009,Non-CUP,43694.9579750838,4.640431325988006
37,Ronald E McNair Building,2010,Non-CUP,39594.09204320135,4.59763038833833
37,Ronald E McNair Building,2011,Non-CUP,41095.54632268895,4.613794758316819
37,Ronald E McNair Building,2012,Non-CUP,40057.37815979357,4.602682520394481
37,Ronald E McNair Building,2013,Non-CUP,34596.125944350606,4.539027469452047
37,Ronald E McNair Building,2014,Non-CUP,39848.309684176245,4.600409903890114
37,Ronald E McNair Building,2015,Non-CUP,38675.68575871624,4.587438022916616
37,Ronald E McNair Building,2016,Non-CUP,36072.09284824403,4.557171340158021
37,Ronald E McNair Building,2017,Non-CUP,35916.92591732156,4.5552991588896035
37,Ronald E McNair Building,2018,Non-CUP,35240.101623205745,4.5470371521331385
37,Ronald E McNair Building,2019,Non-CUP,35036.197003445144,4.544516959652076
37,Ronald E McNair Building,2020,Non-CUP,38617.44152501357,4.586783497605595
37,Ronald E McNair Building,2021,Non-CUP,38022.25302872155,4.580037847641225
37,Ronald E McNair Building,2022,Non-CUP,34937.972189001994,4.543297694788773
37,Ronald E McNair Building,2023,Non-CUP,30991.050739140963,4.491236301069064
37,Ronald E McNair Building,2024,Non-CUP,35612.42112309007,4.5516015003424535
38,Fairchild Buildings (38),2009,Non-CUP,28007.124971856,4.447268529282581
38,Fairchild Buildings (38),2010,Non-CUP,30170.17176956643,4.479577782775668
38,Fairchild Buildings (38),2011,Non-CUP,30923.107942519186,4.490283136425285
38,Fairchild Buildings (38),2012,Non-CUP,35920.707052853184,4.555344876606915
38,Fairchild Buildings (38),2013,Non-CUP,32783.65876907303,4.515657420697192
38,Fairchild Buildings (38),2014,Non-CUP,26381.77886324678,4.421304075685172
38,Fairchild Buildings (38),2015,Non-CUP,21814.936867588207,4.338753960476736
38,Fairchild Buildings (38),2016,Non-CUP,21026.387776074713,4.322764669563943
38,Fairchild Buildings (38),2017,Non-CUP,20867.76829832466,4.3194760059630415
38,Fairchild Buildings (38),2018,Non-CUP,22889.048227947813,4.359627734223511
38,Fairchild Buildings (38),2019,Non-CUP,24731.636623149843,4.393252856874216
38,Fairchild Buildings (38),2020,Non-CUP,28316.49093706974,4.452039433301256
38,Fairchild Buildings (38),2021,Non-CUP,32725.256246396253,4.514883055863288
38,Fairchild Buildings (38),2022,Non-CUP,36573.027715999946,4.563160915107579
38,Fairchild Buildings (38),2023,Non-CUP,33907.19825736958,4.53029190562492
38,Fairchild Buildings (38),2024,Non-CUP,35822.20291152441,4.554152289578387
39,Stanley Gordon Brown Building,2009,Non-CUP,121853.44067958518,5.08583779652494
39,Stanley Gordon Brown Building,2010,Non-CUP,89263.17656926678,4.950672337825558
39,Stanley Gordon Brown Building,2011,Non-CUP,83965.38036901387,4.924100259706776
39,Stanley Gordon Brown Building,2012,Non-CUP,73282.16624980935,4.864998298766145
39,Stanley Gordon Brown Building,2013,Non-CUP,71671.02071922108,4.855343589617701
39,Stanley Gordon Brown Building,2014,Non-CUP,68534.61983986666,4.835910008095467
39,Stanley Gordon Brown Building,2015,Non-CUP,66766.97259143367,4.824561684506023
39,Stanley Gordon Brown Building,2016,Non-CUP,51794.9335781804,4.714287280466276
39,Stanley Gordon Brown Building,2017,Non-CUP,51435.494052608854,4.7112629157131805
39,Stanley Gordon Brown Building,2018,Non-CUP,48956.66927121122,4.689811863256399
39,Stanley Gordon Brown Building,2019,Non-CUP,63087.00473393659,4.799939908315744
39,Stanley Gordon Brown Building,2020,Non-CUP,62782.477935783994,4.797838452692473
39,Stanley Gordon Brown Building,2021,Non-CUP,59801.59240435368,4.776712748590686
39,Stanley Gordon Brown Building,2022,Non-CUP,53404.64746212763,4.727579052521658
39,Stanley Gordon Brown Building,2023,Non-CUP,42884.92035269984,4.6323046078282655
39,Stanley Gordon Brown Building,2024,Non-CUP,41221.35189285481,4.615122230771173
4,Richard Cockburn MacLaurin Buildings (4),2009,Non-CUP,46200.81893834311,4.664649673765028
4,Richard Cockburn MacLaurin Buildings (4),2010,Non-CUP,47601.712394734546,4.67762257604418
4,Richard Cockburn MacLaurin Buildings (4),2011,Non-CUP,45417.28081981839,4.657221128996462
4,Richard Cockburn MacLaurin Buildings (4),2012,Non-CUP,31897.09746214546,4.503751165391809
4,Richard Cockburn MacLaurin Buildings (4),2013,Non-CUP,45480.071284958474,4.657821136724577
4,Richard Cockburn MacLaurin Buildings (4),2014,Non-CUP,39975.65915499015,4.60179563351933
4,Richard Cockburn MacLaurin Buildings (4),2015,Non-CUP,37893.6109520128,4.578565991968371
4,Richard Cockburn MacLaurin Buildings (4),2016,Non-CUP,30057.10519961625,4.477947151354974
4,Richard Cockburn MacLaurin Buildings (4),2017,Non-CUP,38647.63597741962,4.587122933872417
4,Richard Cockburn MacLaurin Buildings (4),2018,Non-CUP,35483.92094812964,4.550031603043889
4,Richard Cockburn MacLaurin Buildings (4),2019,Non-CUP,30185.54462330745,4.479799016027271
4,Richard Cockburn MacLaurin Buildings (4),2020,Non-CUP,21665.675665593964,4.335772237485946
4,Richard Cockburn MacLaurin Buildings (4),2021,Non-CUP,27536.52534948906,4.439909138653435
4,Richard Cockburn MacLaurin Buildings (4),2022,Non-CUP,35799.325595134556,4.553874845273192
4,Richard Cockburn MacLaurin Buildings (4),2023,Non-CUP,30057.813537737537,4.477957385997019
4,Richard Cockburn MacLaurin Buildings (4),2024,Non-CUP,24140.75799603692,4.3827509023946325
41,Building 41,2009,Non-CUP,9464.351155799392,3.976090845545987
41,Building 41,2010,Non-CUP,11327.651639051426,4.054139884628533
41,Building 41,2011,Non-CUP,9064.870112521152,3.957361585616363
41,Building 41,2012,Non-CUP,8125.231072667162,3.9098357206856544
41,Building 41,2013,Non-CUP,13607.260325398272,4.1337706935109795
41,Building 41,2014,Non-CUP,15781.424625787227,4.198146205412772
41,Building 41,2015,Non-CUP,18559.943639971792,4.268576653085084
41,Building 41,2016,Non-CUP,23614.81425764812,4.373184533982347
41,Building 41,2017,Non-CUP,18710.31388934961,4.2720810734042844
41,Building 41,2018,Non-CUP,15595.519901040136,4.192999857220081
41,Building 41,2019,Non-CUP,17090.831070258075,4.232763181530077
41,Building 41,2020,Non-CUP,7853.9465152870625,3.8950879394357
41,Building 41,2021,Non-CUP,5482.944785885396,3.739013872491901
41,Building 41,2022,Non-CUP,3728.194249283928,3.571498532221202
41,Building 41,2023,Non-CUP,3304.1713091104866,3.5190625558011
41,Building 41,2024,Non-CUP,7816.310250201543,3.893001789359183
46,Brain & Cognitive Sciences Complex,2009,Non-CUP,222132.65254648417,5.346612402665751
46,Brain & Cognitive Sciences Complex,2010,Non-CUP,244195.1250550616,5.38773698973655
46,Brain & Cognitive Sciences Complex,2011,Non-CUP,241014.4184789691,5.382043024643519
46,Brain & Cognitive Sciences Complex,2012,Non-CUP,205831.04254969137,5.313510873785817
46,Brain & Cognitive Sciences Complex,2013,Non-CUP,212154.2929897508,5.3266518242378975
46,Brain & Cognitive Sciences Complex,2014,Non-CUP,213419.28695253775,5.329233664566259
46,Brain & Cognitive Sciences Complex,2015,Non-CUP,211593.95261996964,5.325503251353188
46,Brain & Cognitive Sciences Complex,2016,Non-CUP,200491.35835116255,5.3020956582465475
46,Brain & Cognitive Sciences Complex,2017,Non-CUP,210749.0595801112,5.323765645360459
46,Brain & Cognitive Sciences Complex,2018,Non-CUP,221546.2652648996,5.345464433272994
46,Brain & Cognitive Sciences Complex,2019,Non-CUP,205085.32186782485,5.311934578652512
46,Brain & Cognitive Sciences Complex,2020,Non-CUP,226669.56804680772,5.355393217010048
46,Brain & Cognitive Sciences Complex,2021,Non-CUP,242095.7364774414,5.383987141194624
46,Brain & Cognitive Sciences Complex,2022,Non-CUP,226608.86147913343,5.3552768888294136
46,Brain & Cognitive Sciences Complex,2023,Non-CUP,193592.45570251605,5.286888428847334
46,Brain & Cognitive Sciences Complex,2024,Non-CUP,167783.31085949438,5.224748760055905
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2009,Non-CUP,20925.32053566609,4.320672119272459
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2010,Non-CUP,22543.48435790675,4.35302104216535
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2011,Non-CUP,23181.20024164096,4.365135918462215
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2012,Non-CUP,23929.99465569728,4.378942601622152
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2013,Non-CUP,18787.478488353896,4.273868496328455
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2014,Non-CUP,16623.136423897762,4.220712969091975
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2015,Non-CUP,18555.187492828853,4.268465347080898
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2016,Non-CUP,20086.71180831644,4.302908848625677
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2017,Non-CUP,15914.344462944737,4.201788754047864
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2018,Non-CUP,26921.139719654955,4.4300934420110565
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2019,Non-CUP,30137.61001555088,4.4791088087545505
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2020,Non-CUP,22632.667243485084,4.354735738261768
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2021,Non-CUP,21003.15897963976,4.322284619698132
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2022,Non-CUP,19037.9732676969,4.279620712666855
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2023,Non-CUP,20862.53490479191,4.3193670762994465
48,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,2024,Non-CUP,22868.920889707224,4.3592456721405295
5,Pratt School Of Naval Architecture And Marine Engineering,2009,Non-CUP,24368.29202453047,4.386825090517667
5,Pratt School Of Naval Architecture And Marine Engineering,2010,Non-CUP,25095.918030124685,4.39960308717189
5,Pratt School Of Naval Architecture And Marine Engineering,2011,Non-CUP,24487.777829641615,4.388949376381896
5,Pratt School Of Naval Architecture And Marine Engineering,2012,Non-CUP,21472.45612711941,4.331881724056474
5,Pratt School Of Naval Architecture And Marine Engineering,2013,Non-CUP,28605.24193391805,4.4564456252399935
5,Pratt School Of Naval Architecture And Marine Engineering,2014,Non-CUP,26350.55037381339,4.4207896905851465
5,Pratt School Of Naval Architecture And Marine Engineering,2015,Non-CUP,24787.931535664033,4.394240287956729
5,Pratt School Of Naval Architecture And Marine Engineering,2016,Non-CUP,20406.979221449725,4.309778722278573
5,Pratt School Of Naval Architecture And Marine Engineering,2017,Non-CUP,24043.371035412412,4.380995358482135
5,Pratt School Of Naval Architecture And Marine Engineering,2018,Non-CUP,25107.38511458653,4.399801484141012
5,Pratt School Of Naval Architecture And Marine Engineering,2019,Non-CUP,27331.43608347853,4.4366624515516
5,Pratt School Of Naval Architecture And Marine Engineering,2020,Non-CUP,16904.41614719483,4.22800017549041
5,Pratt School Of Naval Architecture And Marine Engineering,2021,Non-CUP,17253.000909063576,4.236864645200439
5,Pratt School Of Naval Architecture And Marine Engineering,2022,Non-CUP,14633.64097914995,4.165352395873899
5,Pratt School Of Naval Architecture And Marine Engineering,2023,Non-CUP,12990.49077247538,4.113625558752145
5,Pratt School Of Naval Architecture And Marine Engineering,2024,Non-CUP,12978.325171806162,4.113218651202912
50,Walker Memorial,2009,Non-CUP,14079.2096712186,4.148578276605657
50,Walker Memorial,2010,Non-CUP,13572.372348372754,4.132655765696439
50,Walker Memorial,2011,Non-CUP,12944.282665497143,4.112077988100495
50,Walker Memorial,2012,Non-CUP,8747.99772098332,3.941908661223796
50,Walker Memorial,2013,Non-CUP,14299.000865867858,4.155305692458082
50,Walker Memorial,2014,Non-CUP,13736.323366226015,4.137870505981819
50,Walker Memorial,2015,Non-CUP,11875.640404477512,4.074657038644827
50,Walker Memorial,2016,Non-CUP,7334.820165980899,3.865389470342958
50,Walker Memorial,2017,Non-CUP,12068.124265168532,4.081639773445206
50,Walker Memorial,2018,Non-CUP,13701.279555341336,4.136761127585223
50,Walker Memorial,2019,Non-CUP,21856.032983250676,4.339571337401922
50,Walker Memorial,2020,Non-CUP,10136.085494706957,4.005870265028786
50,Walker Memorial,2021,Non-CUP,9600.681034749468,3.982302041283637
50,Walker Memorial,2022,Non-CUP,9719.55376378707,3.9876463264104745
50,Walker Memorial,2023,Non-CUP,9501.084474672163,3.97777317944521
50,Walker Memorial,2024,Non-CUP,4880.162243798521,3.6884342606123703
51,Walter C Wood Sailing Pavilion,2009,Non-CUP,957.674996887446,2.9812181489470326
51,Walter C Wood Sailing Pavilion,2010,Non-CUP,943.1677900949488,2.974588960849878
51,Walter C Wood Sailing Pavilion,2011,Non-CUP,822.7812848597115,2.915284404589782
51,Walter C Wood Sailing Pavilion,2012,Non-CUP,848.0010550330321,2.9283963925806984
51,Walter C Wood Sailing Pavilion,2013,Non-CUP,1025.911039952393,3.011109703336408
51,Walter C Wood Sailing Pavilion,2014,Non-CUP,884.0431755888153,2.94647347594303
51,Walter C Wood Sailing Pavilion,2015,Non-CUP,843.7315605248372,2.9262042945800357
51,Walter C Wood Sailing Pavilion,2016,Non-CUP,887.8546292053471,2.948341863411267
51,Walter C Wood Sailing Pavilion,2017,Non-CUP,809.1888209846671,2.9080498743234235
51,Walter C Wood Sailing Pavilion,2018,Non-CUP,825.4486032057722,2.916690036970068
51,Walter C Wood Sailing Pavilion,2019,Non-CUP,844.4009934616621,2.926548735595666
51,Walter C Wood Sailing Pavilion,2020,Non-CUP,722.207168059872,2.858661794577376
51,Walter C Wood Sailing Pavilion,2021,Non-CUP,547.1767249157438,2.738127615657161
51,Walter C Wood Sailing Pavilion,2022,Non-CUP,279.86932358173146,2.446955298147136
51,Walter C Wood Sailing Pavilion,2023,Non-CUP,508.6045614406552,2.706380250844847
51,Walter C Wood Sailing Pavilion,2024,Non-CUP,491.12896979696,2.691195552237671
54,Cecil And Ida Green Building,2009,Non-CUP,32123.7095615298,4.506825690687578
54,Cecil And Ida Green Building,2010,Non-CUP,33607.686865128424,4.5264386220713435
54,Cecil And Ida Green Building,2011,Non-CUP,34486.29731759286,4.537646568073961
54,Cecil And Ida Green Building,2012,Non-CUP,40784.415394635864,4.6104942414941466
54,Cecil And Ida Green Building,2013,Non-CUP,34478.234892028624,4.537545024082084
54,Cecil And Ida Green Building,2014,Non-CUP,30420.31573123369,4.483163717265335
54,Cecil And Ida Green Building,2015,Non-CUP,28710.4575976944,4.45804011449476
54,Cecil And Ida Green Building,2016,Non-CUP,28687.387374360107,4.457690997860336
54,Cecil And Ida Green Building,2017,Non-CUP,29334.34670579162,4.4673764206509
54,Cecil And Ida Green Building,2018,Non-CUP,35379.87003826373,4.548756233272162
54,Cecil And Ida Green Building,2019,Non-CUP,33201.33096293049,4.521155493892899
54,Cecil And Ida Green Building,2020,Non-CUP,31417.263402891207,4.497168353180605
54,Cecil And Ida Green Building,2021,Non-CUP,29347.94466439753,4.467577691540481
54,Cecil And Ida Green Building,2022,Non-CUP,27929.467095415763,4.446062649280373
54,Cecil And Ida Green Building,2023,Non-CUP,25404.13458162354,4.404904404803206
54,Cecil And Ida Green Building,2024,Non-CUP,24846.13867421722,4.395258904828679
56,Uncas A Whitaker Building,2009,Non-CUP,101966.04523249716,5.008455575456388
56,Uncas A Whitaker Building,2010,Non-CUP,109723.36116735933,5.040299102925188
56,Uncas A Whitaker Building,2011,Non-CUP,106379.03901259524,5.026856062752636
56,Uncas A Whitaker Building,2012,Non-CUP,85976.58932315899,4.934380212733634
56,Uncas A Whitaker Building,2013,Non-CUP,82483.87799432702,4.916369071188472
56,Uncas A Whitaker Building,2014,Non-CUP,79714.52963668804,4.901537487844359
56,Uncas A Whitaker Building,2015,Non-CUP,91239.77077493844,4.9601841855118405
56,Uncas A Whitaker Building,2016,Non-CUP,82557.00878015303,4.916753949135274
56,Uncas A Whitaker Building,2017,Non-CUP,81235.4590095861,4.909745638733284
56,Uncas A Whitaker Building,2018,Non-CUP,71184.25718470947,4.852383957488291
56,Uncas A Whitaker Building,2019,Non-CUP,65120.56302730911,4.8137181467735966
56,Uncas A Whitaker Building,2020,Non-CUP,63710.44163528448,4.804210615584354
56,Uncas A Whitaker Building,2021,Non-CUP,70682.54892408855,4.849312202460454
56,Uncas A Whitaker Building,2022,Non-CUP,69464.06947865471,4.84176022240051
56,Uncas A Whitaker Building,2023,Non-CUP,68267.73851154855,4.834215516324316
56,Uncas A Whitaker Building,2024,Non-CUP,66680.78166421603,4.824000682194749
57,MIT Alumni Pool,2009,Non-CUP,8525.538371012199,3.9307218133744817
57,MIT Alumni Pool,2010,Non-CUP,8914.74551992082,3.9501089503300424
57,MIT Alumni Pool,2011,Non-CUP,8608.001986757045,3.934902358559015
57,MIT Alumni Pool,2012,Non-CUP,6474.364200904899,3.8111971260202857
57,MIT Alumni Pool,2013,Non-CUP,9611.461040465389,3.9827894098935825
57,MIT Alumni Pool,2014,Non-CUP,9280.85095492667,3.967587798210877
57,MIT Alumni Pool,2015,Non-CUP,8408.463993111365,3.924716668777558
57,MIT Alumni Pool,2016,Non-CUP,6088.6806220185235,3.784523194003159
57,MIT Alumni Pool,2017,Non-CUP,8563.619029334177,3.9326573385455497
57,MIT Alumni Pool,2018,Non-CUP,9087.85602412686,3.95846143803876
57,MIT Alumni Pool,2019,Non-CUP,15983.9800164936,4.203684927918195
57,MIT Alumni Pool,2020,Non-CUP,35464.0268086917,4.54978804659216
57,MIT Alumni Pool,2021,Non-CUP,20763.439356975978,4.3172992937832495
57,MIT Alumni Pool,2022,Non-CUP,3442.0640543187997,3.5368189479724697
57,MIT Alumni Pool,2023,Non-CUP,3242.5649152149044,3.5108886792934877
57,MIT Alumni Pool,2024,Non-CUP,3131.5197329208804,3.4957551527039876
62_64,Alumni House,2009,Non-CUP,12679.23500388378,4.103093051367927
